Latitude,Longitude,Max Altitude,Max Position upwind,Max Position parallel to wind,Lateral Distance,Lateral Direction
-0.00004317888462822879,0.0005108857579150204,14.166425421754507,56.32938297318784,0.,-0.08424374171806175,56.5298608027445
-0.000060420473004092316,0.0004838812908677156,15.118741434909913,53.90062498658022,0.,-0.12452781816442769,54.154365701900495
0.000011043101280840723,0.0004024477330634554,21.661544170704335,68.2784162819402,1.2296440215431226,0.02750085563444373,44.708726230309274
-0.000021595897455997578,0.0005626924458093331,12.947507971561919,61.95789205533439,0.,-0.03837197523824747,62.00353371919093
-0.000023522941224713738,0.0001013321761921692,19.489361761894177,46.02231591262169,0.,-0.2286424053443025,11.553621172003947
-0.000015350126071575295,0.00011540191442688922,27.698696522308538,58.49920553592748,0.,-0.13256189056742101,12.928813130010465
-0.000014256971048882004,0.000372539105811839,19.831049936241577,63.85337893772702,0.,-0.03834569438819602,41.400901754087144
-0.00003154042689462338,0.00009396098336092703,21.64029342558144,52.503224419193984,0.,-0.32460416590531066,11.009305671679977
-0.00004984308520583233,-0.00031616734378175595,26.165080045406366,40.89476873153681,0.,-2.9848508160080214,35.546139130816016
0.000030390652402913917,0.0000633813059161089,20.6329072522445,51.606714447340956,3.3838062868499224,0.448069732825498,7.809398619065197
0.00003692147811929745,0.000580382803325798,13.478282966695549,64.08385159413497,4.081613748493557,0.06360585120623895,64.21370263371368
-0.00001003699616990767,-0.000022931868875408848,21.256469623617853,47.29019042100963,0.,-2.7281154512680543,2.7809356071105196
0.000056423464898647965,0.0005984857561100363,16.481927580484722,70.90370672294176,6.281342229841984,0.09423060482345504,66.75800973575498
0.000010774437047691478,0.0005555477565945155,15.376524187090805,62.46562871102004,1.1994642043342538,0.019439836962081104,61.70523743128064
0.000060821218194967654,0.00024946868210995644,20.03609367847602,57.98887605981475,6.770922115554775,0.23970755357746,28.51892600609928
-0.0000528807101150376,-0.0001391729805568914,21.704421807038464,42.146784236281526,0.,-2.7776552136676016,16.538381932673524
-0.0000579080183312054,0.0006053706512945686,13.907437821114506,66.90254001863396,0.,-0.09552100218763866,67.20892285825238
0.00000808466754507481,0.0005893141629479782,15.326377497434716,65.702305368713,0.900025614455453,0.013751879231538235,65.44952641468059
-0.00008733669089702924,0.00046200038866501923,9.09551914413134,50.707721306086654,0.,-0.18673779096357146,51.60486644034744
-0.000015604680533724335,0.0005197177883589508,16.60306747015103,62.68834407896392,0.,-0.03009056465344962,57.74079889949233
